month,ticker,month_end_close,monthly_return
2021-09,EFA,73.96,
2021-10,EFA,79.17,0.07044348296376435
2021-11,EFA,76.06,-0.03928255652393586
2021-12,EFA,77.73,0.021956350249802803
2022-01,EFA,79.21,0.019040267592949744
2022-02,EFA,75.81,-0.04292387324832714
2022-03,EFA,76.9,0.01437805038913087
2022-04,EFA,80.03,0.0407022106631989
2022-05,EFA,77.94,-0.02611520679745105
2022-06,EFA,74.72,-0.04131383115216836
2022-07,EFA,75.03,0.004148822269807395
2022-08,EFA,72.87,-0.02878848460615746
2022-09,EFA,73.8,0.012762453684643793
2022-10,EFA,69.35,-0.06029810298102989
2022-11,EFA,68.49,-0.012400865176640186
2022-12,EFA,69.99,0.021901007446342602
2023-01,EFA,70.55,0.008001143020431423
2023-02,EFA,69.77,-0.011055988660524485
2023-03,EFA,72.45,0.038411924896087246
2023-04,EFA,72.39,-0.0008281573498964967
2023-05,EFA,71.43,-0.013261500207210841
2023-06,EFA,67.67,-0.052638947221055665
2023-07,EFA,71.07,0.05024383035318447
2023-08,EFA,73.18,0.02968903897565789
2023-09,EFA,80.88,0.10522000546597421
2023-10,EFA,76.53,-0.05378338278931749
2023-11,EFA,76.19,-0.004442702208284355
2023-12,EFA,78.74,0.033468959180994906
2024-01,EFA,75.93,-0.03568707137414262
2024-02,EFA,84.65,0.11484261820097452
2024-03,EFA,92.24,0.08966331955109252
2024-04,EFA,88.37,-0.04195576756287933
2024-05,EFA,82.07,-0.07129116215910392
2024-06,EFA,91.01,0.10893140002436952
2024-07,EFA,86.86,-0.04559938468300195
2024-08,EFA,93.18,0.07276076444853796
2024-09,EFA,98.06,0.05237175359519197
2024-10,EFA,99.95,0.01927391393024669
2024-11,EFA,93.11,-0.06843421710855435
2024-12,EFA,98.22,0.05488132316614758
2025-01,EFA,101.81,0.0365506006923233
2025-02,EFA,102.57,0.007464885571161872
2025-03,EFA,102.47,-0.000974943940723394
2025-04,EFA,107.61,0.050161022738362426
2025-05,EFA,114.83,0.06709413623269223
2025-06,EFA,129.92,0.13141165200731497
2025-07,EFA,137.09,0.055187807881773576
2025-08,EFA,135.17,-0.014005397913779416
2025-09,EFA,135.4,0.0017015609972628187
2025-10,EFA,130.46,-0.03648449039881829
2025-11,EFA,135.05,0.03518319791506985
2025-12,EFA,140.36,0.039318770825620186
2026-01,EFA,130.54,-0.06996295240809358
2026-02,EFA,136.52,0.045809713497778626
2026-03,EFA,143.2,0.04893055962496318
2026-04,EFA,154.7,0.08030726256983245
2026-05,EFA,158.05,0.021654815772462976
2026-06,EFA,155.1,-0.018664979436887164
2026-07,EFA,152.4,-0.01740812379110246
2021-09,GLD,175.34,
2021-10,GLD,168.6,-0.03843960305691807
2021-11,GLD,176.71,0.04810201660735469
2021-12,GLD,170.31,-0.03621753154886542
2022-01,GLD,174.57,0.025013211203100072
2022-02,GLD,179.03,0.02554849057684594
2022-03,GLD,180.17,0.0063676478802434655
2022-04,GLD,179.89,-0.001554087805961002
2022-05,GLD,189.9,0.055645116460059096
2022-06,GLD,199.39,0.04997367035281708
2022-07,GLD,197.82,-0.007874015748031482
2022-08,GLD,190.55,-0.0367505813365685
2022-09,GLD,185.8,-0.02492784046182106
2022-10,GLD,179.12,-0.03595263724434883
2022-11,GLD,183.96,0.027020991514068893
2022-12,GLD,186.89,0.01592737551641643
2023-01,GLD,198.92,0.06436941516400019
2023-02,GLD,202.35,0.01724311280916946
2023-03,GLD,202.13,-0.0010872251050160209
2023-04,GLD,189.28,-0.0635729481027062
2023-05,GLD,190.02,0.003909551986475135
2023-06,GLD,192.81,0.014682664982633264
2023-07,GLD,198.8,0.03106685337897419
2023-08,GLD,201.88,0.015492957746478853
2023-09,GLD,218.76,0.08361402813552599
2023-10,GLD,234.9,0.073779484366429
2023-11,GLD,240.49,0.02379736057896986
2023-12,GLD,238.38,-0.008773753586427735
2024-01,GLD,245.33,0.02915513046396523
2024-02,GLD,229.3,-0.06534056169241431
2024-03,GLD,232.68,0.01474051460968151
2024-04,GLD,236.15,0.014913185490802894
2024-05,GLD,218.79,-0.07351259792504772
2024-06,GLD,223.83,0.023035787741670255
2024-07,GLD,236.11,0.054863065719519266
2024-08,GLD,232.52,-0.015204777434246752
2024-09,GLD,231.79,-0.003139514880440508
2024-10,GLD,237.61,0.02510893481168308
2024-11,GLD,232.49,-0.021547914650056788
2024-12,GLD,262.33,0.12834960643468518
2025-01,GLD,258.08,-0.016200968246102287
2025-02,GLD,241.38,-0.06470861748295098
2025-03,GLD,231.34,-0.0415941668738089
2025-04,GLD,246.06,0.06362929022218378
2025-05,GLD,256.0,0.040396651223278957
2025-06,GLD,272.76,0.06546874999999996
2025-07,GLD,275.34,0.009458864936207512
2025-08,GLD,269.12,-0.022590252052008375
2025-09,GLD,260.81,-0.03087841854934603
2025-10,GLD,261.86,0.004025919251562593
2025-11,GLD,257.43,-0.016917436798289165
2025-12,GLD,256.63,-0.0031076409120927018
2026-01,GLD,247.92,-0.03393991349413561
2026-02,GLD,239.32,-0.034688609228783474
2026-03,GLD,240.5,0.004930636804278743
2026-04,GLD,232.16,-0.03467775467775469
2026-05,GLD,230.63,-0.006590282563749161
2026-06,GLD,229.93,-0.003035164549277991
2026-07,GLD,231.1,0.005088505197233806
2021-09,IWM,181.48,
2021-10,IWM,197.69,0.0893211373154068
2021-11,IWM,188.29,-0.0475491931812434
2021-12,IWM,177.06,-0.059642041531679846
2022-01,IWM,180.85,0.021405173387552212
2022-02,IWM,166.96,-0.07680398119988929
2022-03,IWM,166.17,-0.004731672256828134
2022-04,IWM,177.9,0.07059035927062651
2022-05,IWM,191.64,0.07723440134907245
2022-06,IWM,178.87,-0.06663535796284692
2022-07,IWM,191.23,0.06910046402415149
2022-08,IWM,168.32,-0.11980337813104636
2022-09,IWM,160.75,-0.04497385931558928
2022-10,IWM,149.58,-0.06948678071539649
2022-11,IWM,150.51,0.006217408744484398
2022-12,IWM,144.72,-0.03846920470400628
2023-01,IWM,137.05,-0.05299889441680483
2023-02,IWM,130.43,-0.048303538854432726
2023-03,IWM,127.27,-0.024227555010350454
2023-04,IWM,128.47,0.009428773473717289
2023-05,IWM,136.97,0.06616330660854675
2023-06,IWM,122.49,-0.10571658027305253
2023-07,IWM,124.32,0.014939995101640902
2023-08,IWM,131.37,0.05670849420849433
2023-09,IWM,139.12,0.05899368196696364
2023-10,IWM,139.33,0.0015094882116160058
2023-11,IWM,132.74,-0.04729778224359438
2023-12,IWM,149.61,0.12709055296067495
2024-01,IWM,153.97,0.02914243700287411
2024-02,IWM,162.92,0.058128206793531145
2024-03,IWM,180.51,0.10796710041738278
2024-04,IWM,167.35,-0.07290454822447512
2024-05,IWM,150.89,-0.09835673737675532
2024-06,IWM,155.67,0.03167870634236869
2024-07,IWM,155.69,0.0001284769062761537
2024-08,IWM,161.03,0.03429892735564266
2024-09,IWM,165.32,0.026640998571694663
2024-10,IWM,173.87,0.05171788047423176
2024-11,IWM,175.37,0.00862713521596592
2024-12,IWM,189.52,0.08068654844044021
2025-01,IWM,193.93,0.023269311945968818
2025-02,IWM,170.72,-0.11968235961429385
2025-03,IWM,168.89,-0.01071930646672925
2025-04,IWM,163.47,-0.03209189413227542
2025-05,IWM,172.84,0.05731938582002827
2025-06,IWM,182.57,0.05629483915760236
2025-07,IWM,215.13,0.17834255354110762
2025-08,IWM,218.17,0.014130990563845147
2025-09,IWM,218.75,0.002658477334188891
2025-10,IWM,229.52,0.049234285714285786
2025-11,IWM,210.6,-0.08243290345067977
2025-12,IWM,228.13,0.0832383665716998
2026-01,IWM,218.68,-0.04142374961644668
2026-02,IWM,224.09,0.024739345161880255
2026-03,IWM,236.01,0.053192913561515454
2026-04,IWM,259.42,0.09919071225795517
2026-05,IWM,279.35,0.07682522550304527
2026-06,IWM,269.89,-0.03386432790406313
2026-07,IWM,262.93,-0.025788284115750737
2021-09,LQD,105.96,
2021-10,LQD,110.99,0.047470743676859106
