date,ticker,close,daily_return
2021-09-06,EFA,71.0,
2021-09-07,EFA,71.6,0.008450704225352101
2021-09-08,EFA,71.57,-0.00041899441340786936
2021-09-09,EFA,71.59,0.00027944669554291757
2021-09-10,EFA,71.13,-0.006425478418773722
2021-09-13,EFA,70.65,-0.006748207507380699
2021-09-14,EFA,70.66,0.00014154281670197832
2021-09-15,EFA,71.33,0.009482026606283611
2021-09-16,EFA,73.7,0.03322585167531189
2021-09-17,EFA,73.22,-0.006512890094979684
2021-09-20,EFA,71.84,-0.018847309478284613
2021-09-21,EFA,71.38,-0.006403118040089195
2021-09-22,EFA,71.62,0.0033622863547213555
2021-09-23,EFA,72.21,0.00823792236805354
2021-09-24,EFA,71.45,-0.010524858052901154
2021-09-27,EFA,71.88,0.006018194541637323
2021-09-28,EFA,73.48,0.02225932109070694
2021-09-29,EFA,74.56,0.01469787697332614
2021-09-30,EFA,73.96,-0.00804721030042932
2021-10-01,EFA,75.74,0.024067063277447343
2021-10-04,EFA,75.97,0.0030367045154475747
2021-10-05,EFA,76.69,0.009477425299460274
2021-10-06,EFA,77.19,0.006519754857217341
2021-10-07,EFA,79.14,0.025262339681305868
2021-10-08,EFA,80.14,0.012635835228708592
2021-10-11,EFA,79.44,-0.008734714250062448
2021-10-12,EFA,79.11,-0.00415407854984895
2021-10-13,EFA,80.21,0.013904689672607606
2021-10-14,EFA,81.18,0.01209325520508675
2021-10-15,EFA,79.63,-0.019093372751909476
2021-10-18,EFA,78.86,-0.009669722466407071
2021-10-19,EFA,78.62,-0.0030433679939132485
2021-10-20,EFA,77.66,-0.012210633426609108
2021-10-21,EFA,77.9,0.0030903940252382522
2021-10-22,EFA,76.99,-0.011681643132220976
2021-10-25,EFA,76.78,-0.0027276269645407636
2021-10-26,EFA,76.47,-0.0040375097681688565
2021-10-27,EFA,77.42,0.012423172485942269
2021-10-28,EFA,76.95,-0.0060707827434771655
2021-10-29,EFA,79.17,0.028849902534113125
2021-11-01,EFA,78.87,-0.0037893141341416303
2021-11-02,EFA,79.07,0.0025358184353998503
2021-11-03,EFA,79.45,0.004805868218034748
2021-11-04,EFA,79.82,0.00465701699181853
2021-11-05,EFA,79.46,-0.004510147832623379
2021-11-08,EFA,79.61,0.0018877422602567862
2021-11-09,EFA,78.24,-0.017208893355106225
2021-11-10,EFA,79.38,0.014570552147239235
2021-11-11,EFA,78.66,-0.009070294784580435
2021-11-12,EFA,78.89,0.0029239766081872176
2021-11-15,EFA,78.11,-0.009887184687539574
2021-11-16,EFA,78.46,0.0044808603251824675
2021-11-17,EFA,78.96,0.006372673973999543
2021-11-18,EFA,77.9,-0.013424518743667568
2021-11-19,EFA,78.66,0.009756097560975396
2021-11-22,EFA,78.2,-0.005847953216374213
2021-11-23,EFA,77.41,-0.010102301790281376
2021-11-24,EFA,78.15,0.009559488438186436
2021-11-25,EFA,77.16,-0.012667946257197804
2021-11-26,EFA,77.11,-0.0006480041472265441
2021-11-29,EFA,78.33,0.015821553624691953
2021-11-30,EFA,76.06,-0.028979956593897516
2021-12-01,EFA,75.68,-0.004996055745464023
2021-12-02,EFA,74.61,-0.014138477801268645
2021-12-03,EFA,74.43,-0.0024125452352230514
2021-12-06,EFA,75.93,0.02015316404675538
2021-12-07,EFA,75.31,-0.008165415514289509
2021-12-08,EFA,76.39,0.014340725003319621
2021-12-09,EFA,77.05,0.008639874329100516
2021-12-10,EFA,78.2,0.014925373134328401
2021-12-13,EFA,78.74,0.006905370843989678
2021-12-14,EFA,77.05,-0.021463042926085807
2021-12-15,EFA,76.57,-0.006229720960415408
2021-12-16,EFA,76.86,0.0037873840929869562
2021-12-17,EFA,77.83,0.012620348685922433
2021-12-20,EFA,78.02,0.0024412180393165173
2021-12-21,EFA,78.83,0.010381953345296013
2021-12-22,EFA,78.19,-0.008118736521628866
2021-12-23,EFA,78.03,-0.0020462974804962286
2021-12-24,EFA,77.68,-0.004485454312443848
2021-12-27,EFA,78.66,0.012615859938207796
2021-12-28,EFA,77.75,-0.011568777015001253
2021-12-29,EFA,79.51,0.02263665594855313
2021-12-30,EFA,78.82,-0.008678153691359713
2021-12-31,EFA,77.73,-0.013828977416899146
2022-01-03,EFA,77.54,-0.0024443586774732795
2022-01-04,EFA,76.94,-0.007737941707505858
2022-01-05,EFA,77.61,0.00870808422147129
2022-01-06,EFA,77.89,0.003607782502254908
2022-01-07,EFA,77.29,-0.007703171138785381
2022-01-10,EFA,76.51,-0.010091861819122805
2022-01-11,EFA,76.29,-0.0028754411188079976
2022-01-12,EFA,76.04,-0.0032769694586446407
2022-01-13,EFA,75.94,-0.0013150973172015856
2022-01-14,EFA,76.95,0.013299973663418507
2022-01-17,EFA,78.11,0.015074723846653537
2022-01-18,EFA,77.64,-0.006017155293816412
2022-01-19,EFA,78.82,0.015198351365275586
2022-01-20,EFA,79.01,0.0024105556965239305
2022-01-21,EFA,78.76,-0.003164156435894183
2022-01-24,EFA,78.78,0.0002539360081259545
2022-01-25,EFA,78.57,-0.0026656511805027705
2022-01-26,EFA,78.98,0.005218276695940105
2022-01-27,EFA,79.17,0.0024056723221068665
2022-01-28,EFA,79.39,0.0027788303650373436
2022-01-31,EFA,79.21,-0.0022672880715456367
2022-02-01,EFA,79.37,0.002019946976391962
2022-02-02,EFA,80.1,0.009197429759354891
2022-02-03,EFA,80.19,0.0011235955056179137
2022-02-04,EFA,80.51,0.003990522509041083
2022-02-07,EFA,78.73,-0.02210905477580427
2022-02-08,EFA,78.66,-0.0008891146957958895
2022-02-09,EFA,79.76,0.013984235952199553
2022-02-10,EFA,78.34,-0.017803410230692096
2022-02-11,EFA,78.41,0.0008935409752359735
2022-02-14,EFA,78.24,-0.002168090804744338
2022-02-15,EFA,76.8,-0.018404907975460127
2022-02-16,EFA,77.88,0.014062500000000089
2022-02-17,EFA,77.48,-0.005136106831021947
2022-02-18,EFA,76.05,-0.01845637583892623
2022-02-21,EFA,76.06,0.00013149243918486597
2022-02-22,EFA,75.92,-0.0018406521167499967
2022-02-23,EFA,75.23,-0.0090885142255005
2022-02-24,EFA,76.43,0.015951083344410533
2022-02-25,EFA,76.65,0.0028784508700772093
2022-02-28,EFA,75.81,-0.010958904109589107
2022-03-01,EFA,77.13,0.0174119509299564
2022-03-02,EFA,78.19,0.013743031245948334
2022-03-03,EFA,78.09,-0.0012789359253100319
2022-03-04,EFA,79.56,0.018824433346139147
2022-03-07,EFA,79.59,0.00037707390648566985
2022-03-08,EFA,79.46,-0.0016333710265109547
2022-03-09,EFA,78.76,-0.008809463881197965
2022-03-10,EFA,78.02,-0.009395632300660317
2022-03-11,EFA,80.49,0.031658549089977006
2022-03-14,EFA,81.35,0.010684557087836888
2022-03-15,EFA,81.79,0.005408727719729667
2022-03-16,EFA,81.04,-0.009169825162000267
2022-03-17,EFA,79.78,-0.015547877591313042
2022-03-18,EFA,79.0,-0.009776886437703691
2022-03-21,EFA,80.63,0.020632911392405084
2022-03-22,EFA,80.09,-0.006697259084707863
2022-03-23,EFA,79.42,-0.008365588712698213
2022-03-24,EFA,78.84,-0.007302946361118057
2022-03-25,EFA,77.08,-0.02232369355657038
2022-03-28,EFA,75.93,-0.014919564089257764
2022-03-29,EFA,76.26,0.00434610825760573
2022-03-30,EFA,76.22,-0.0005245213742460786
2022-03-31,EFA,76.9,0.008921542902125434
2022-04-01,EFA,77.37,0.006111833550064949
2022-04-04,EFA,80.01,0.034121752617293444
2022-04-05,EFA,79.79,-0.0027496562929634205
2022-04-06,EFA,78.74,-0.013159543802481632
2022-04-07,EFA,77.94,-0.010160020320040597
2022-04-08,EFA,76.33,-0.02065691557608418
2022-04-11,EFA,77.96,0.02135464430761158
2022-04-12,EFA,77.12,-0.010774756285274356
2022-04-13,EFA,76.62,-0.006483402489626533
2022-04-14,EFA,76.54,-0.0010441138084050783
2022-04-15,EFA,76.53,-0.00013065064018824568
2022-04-18,EFA,76.78,0.00326669280020897
2022-04-19,EFA,77.37,0.007684292784579272
2022-04-20,EFA,79.38,0.02597906165180297
2022-04-21,EFA,79.83,0.005668934240362855
2022-04-22,EFA,79.8,-0.00037579857196545774
2022-04-25,EFA,79.48,-0.004010025062656575
2022-04-26,EFA,79.72,0.003019627579265105
2022-04-27,EFA,80.76,0.0130456598093327
2022-04-28,EFA,79.83,-0.011515601783060991
2022-04-29,EFA,80.03,0.0025053238131029776
2022-05-02,EFA,80.41,0.004748219417718191
2022-05-03,EFA,81.1,0.00858102226091284
2022-05-04,EFA,80.22,-0.01085080147965467
2022-05-05,EFA,80.79,0.007105459985041307
2022-05-06,EFA,80.44,-0.004332219334076126
2022-05-09,EFA,81.59,0.014296369965191458
2022-05-10,EFA,81.59,0.0
2022-05-11,EFA,81.67,0.000980512317686033
2022-05-12,EFA,79.77,-0.02326435655687531
2022-05-13,EFA,79.49,-0.003510091513100222
2022-05-16,EFA,79.97,0.00603849540822754
2022-05-17,EFA,80.72,0.009378516943854054
2022-05-18,EFA,79.21,-0.018706640237859284
2022-05-19,EFA,79.26,0.000631233430122613
2022-05-20,EFA,78.37,-0.011228867019934419
2022-05-23,EFA,78.85,0.006124792650248789
2022-05-24,EFA,79.8,0.012048192771084265
2022-05-25,EFA,78.58,-0.015288220551378462
2022-05-26,EFA,78.78,0.002545176889793943
2022-05-27,EFA,79.17,0.004950495049504955
2022-05-30,EFA,77.83,-0.01692560313249969
2022-05-31,EFA,77.94,0.0014133367596043112
2022-06-01,EFA,78.58,0.008211444701052173
2022-06-02,EFA,79.35,0.009798931025706281
2022-06-03,EFA,78.24,-0.013988657844990593
2022-06-06,EFA,77.94,-0.0038343558282207812
2022-06-07,EFA,78.13,0.002437772645624836
2022-06-08,EFA,78.13,0.0
2022-06-09,EFA,77.23,-0.011519262767182736
2022-06-10,EFA,76.5,-0.009452285381328585
2022-06-13,EFA,75.85,-0.008496732026143872
2022-06-14,EFA,74.58,-0.016743572841133814
2022-06-15,EFA,75.53,0.012737999463663163
2022-06-16,EFA,76.17,0.008473454256586743
2022-06-17,EFA,75.09,-0.014178810555336763
2022-06-20,EFA,73.74,-0.01797842588893339
2022-06-21,EFA,73.83,0.0012205044751831817
2022-06-22,EFA,73.43,-0.005417851821752584
2022-06-23,EFA,73.1,-0.004494075990739699
2022-06-24,EFA,73.12,0.0002735978112176074
2022-06-27,EFA,73.0,-0.001641137855579955
2022-06-28,EFA,73.49,0.006712328767123132
2022-06-29,EFA,74.43,0.012790855898761944
2022-06-30,EFA,74.72,0.003896278382372609
2022-07-01,EFA,72.87,-0.02475910064239817
2022-07-04,EFA,72.94,0.0009606147934677622
2022-07-05,EFA,73.41,0.006443652316972859
2022-07-06,EFA,73.13,-0.0038141942514643423
2022-07-07,EFA,73.55,0.00574319704635573
2022-07-08,EFA,72.52,-0.014004078857919766
2022-07-11,EFA,72.83,0.004274682846111544
2022-07-12,EFA,72.88,0.0006865302759850866
2022-07-13,EFA,73.7,0.011251372118551206
2022-07-14,EFA,73.01,-0.009362279511533234
2022-07-15,EFA,73.39,0.005204766470346511
2022-07-18,EFA,74.41,0.013898351274015397
2022-07-19,EFA,74.17,-0.003225372933745363
2022-07-20,EFA,73.1,-0.014426317918295961
2022-07-21,EFA,73.67,0.007797537619699035
2022-07-22,EFA,74.85,0.016017374779421667
2022-07-25,EFA,75.94,0.014562458249833155
2022-07-26,EFA,76.18,0.0031603897814065363
2022-07-27,EFA,75.16,-0.013389341034392377
2022-07-28,EFA,74.86,-0.003991484832357561
2022-07-29,EFA,75.03,0.0022709056906224934
2022-08-01,EFA,75.67,0.008529921364787363
2022-08-02,EFA,74.73,-0.012422360248447228
2022-08-03,EFA,74.02,-0.009500869797939404
2022-08-04,EFA,74.17,0.0020264793299109574
2022-08-05,EFA,73.29,-0.011864635297289983
2022-08-08,EFA,73.33,0.0005457770500749692
2022-08-09,EFA,73.84,0.0069548615846175554
2022-08-10,EFA,76.53,0.03643011917659811
2022-08-11,EFA,76.01,-0.006794721024434791
2022-08-12,EFA,75.83,-0.0023681094592817864
2022-08-15,EFA,75.2,-0.008308057497032784
2022-08-16,EFA,73.6,-0.021276595744680993
2022-08-17,EFA,72.84,-0.010326086956521596
2022-08-18,EFA,73.06,0.0030203185063151228
2022-08-19,EFA,72.2,-0.011771147002463733
2022-08-22,EFA,73.93,0.023961218836565212
2022-08-23,EFA,73.81,-0.0016231570404436901
2022-08-24,EFA,74.43,0.008399945806801368
2022-08-25,EFA,75.1,0.009001746607550487
2022-08-26,EFA,74.49,-0.008122503328894748
2022-08-29,EFA,73.54,-0.012753389716740338
2022-08-30,EFA,73.2,-0.004623334239869492
2022-08-31,EFA,72.87,-0.004508196721311419
2022-09-01,EFA,73.27,0.005489227391244578
2022-09-02,EFA,73.12,-0.002047222601337384
2022-09-05,EFA,72.92,-0.002735229759299851
2022-09-06,EFA,72.82,-0.0013713658804169748
2022-09-07,EFA,70.63,-0.030074155451798923
2022-09-08,EFA,70.23,-0.005663315871442642
2022-09-09,EFA,70.26,0.0004271678769756093
2022-09-12,EFA,70.4,0.00199259891830339
2022-09-13,EFA,69.16,-0.017613636363636442
2022-09-14,EFA,70.33,0.016917293233082775
2022-09-15,EFA,70.5,0.002417176169486668
2022-09-16,EFA,70.34,-0.0022695035460992274
2022-09-19,EFA,71.08,0.010520329826556596
2022-09-20,EFA,71.1,0.0002813731007316189
2022-09-21,EFA,72.49,0.019549929676512035
2022-09-22,EFA,73.03,0.00744930335218652
